zipcode,population,county,state,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,mlabtests,mlab_d_mbps,mlabfastestavgmbps,comb_d_mbps,lowestpricedplan,partition_0,SCS,PriceSCS
70364,30503.0,Terrebonne,Louisiana,116.93486590038314,35.60344827586207,33.27969348659004,6964,1953,4726.0,75.66,216.16,100.24838033620772,35.0,2020-fixed,10,3.5
70072,56344.0,Jefferson,Louisiana,124.26716141001856,42.80333951762523,19.708719851576994,15909,3959,16551.0,78.26,178.02,100.80861154873647,35.0,2020-fixed,10,3.5
45505,20197.0,Clark,Ohio,114.38288288288288,14.162162162162161,33.166666666666664,3575,1402,6826.0,75.15,113.45,88.63500685571641,35.0,2020-fixed,10,3.5
30560,4599.0,Fannin,Georgia,21.264864864864865,7.525675675675676,75.88243243243244,4377,1305,1827.0,15.34,25.31,19.520066652726225,42.95,2020-fixed,10,4.295
68062,311.0,Thurston,Nebraska,18.90909090909091,4.545454545454546,87.9090909090909,25,12,3.0,55.1,69.65,22.786688311688312,90.0,2020-fixed,10,9.0
67063,3942.0,Marion,Kansas,38.71544715447155,14.308943089430894,47.89430894308943,1289,377,1850.0,37.29,95.09,37.87534609178523,49.99,2020-fixed,10,4.9990000000000006
49242,15248.0,Hillsdale,Michigan,65.84210526315789,8.229473684210527,59.298947368421054,2508,817,4430.0,54.64,184.92,58.68942058230038,35.0,2020-fixed,10,3.5
84044,26524.0,Salt Lake,Utah,152.3490909090909,27.541818181818183,13.396363636363636,9363,2381,4944.0,75.59,188.49,125.82382736994604,34.99,2020-fixed,10,3.499
98043,19943.0,Snohomish,Washington,153.27384615384616,47.926153846153845,10.824615384615385,8537,2219,3825.0,78.03,199.58,129.992199855637,40.0,2020-fixed,10,4.0
93433,13162.0,San Luis Obispo,California,105.50704225352112,11.422535211267606,13.450704225352112,6771,1979,16142.0,36.03,67.0,56.56109820183266,69.99,2020-fixed,10,6.999
45828,6125.0,Mercer,Ohio,49.36601307189542,7.7254901960784315,34.99346405228758,1453,423,5700.0,36.56,99.09,39.16130532552272,49.95,2020-fixed,10,4.995
29020,22463.0,Kershaw,South Carolina,51.62652232746955,17.050067658998646,61.44790257104195,3853,1232,7267.0,29.81,71.28,37.369268033070156,35.0,2020-fixed,10,3.5
49632,1126.0,Missaukee,Michigan,13.446428571428571,5.178571428571429,71.73214285714286,229,68,8.0,28.16,45.77,13.943089210367692,"",2020-fixed,10,""
21076,12952.0,Anne Arundel,Maryland,167.34246575342465,109.06849315068493,13.39041095890411,9927,2783,15336.0,37.81,102.12,88.70929096046576,39.99,2020-fixed,10,3.999
39338,3319.0,Jasper,Mississippi,26.875,3.1375,104.1875,194,94,514.0,10.87,22.62,15.255550847457627,74.95,2020-fixed,9,8.327777777777778
31211,16282.0,Bibb,Georgia,112.62025316455696,30.79746835443038,34.447257383966246,3116,919,4637.0,60.12,167.83,81.22032101905836,35.0,2020-fixed,10,3.5
55741,3164.0,St. Louis,Minnesota,42.248275862068965,7.510344827586207,93.00689655172414,873,247,19.0,13.63,45.46,41.638693752899336,65.0,2020-fixed,10,6.5
18612,18051.0,Luzerne,Pennsylvania,111.37391304347825,14.288405797101449,33.21884057971015,4976,1455,30152.0,28.28,76.34,40.05053379937224,39.99,2020-fixed,10,3.999
32011,13854.0,Nassau,Florida,104.99722607489598,14.858529819694867,38.472954230235786,3241,1136,5042.0,71.54,220.21,84.63125554856187,55.0,2020-fixed,10,5.5
15085,7944.0,Westmoreland,Pennsylvania,138.70982142857142,39.848214285714285,16.598214285714285,1602,456,140.0,44.82,77.31,131.1641411759882,39.99,2020-fixed,10,3.999
14480,833.0,Livingston,New York,77.73913043478261,10.26086956521739,33.231884057971016,571,152,416.0,92.15,168.11,83.81301264261486,69.99,2020-fixed,10,6.999
53125,1895.0,Walworth,Wisconsin,91.7008547008547,10.247863247863247,39.427350427350426,1980,687,2705.0,51.93,103.5,68.73817338477957,69.99,2020-fixed,10,6.999
70445,10840.0,St. Tammany,Louisiana,133.94947368421052,11.04,25.903157894736843,3116,937,5310.0,29.41,93.04,68.06950629005459,55.0,2020-fixed,10,5.5
29487,2725.0,Charleston,South Carolina,52.20952380952381,14.876190476190477,87.97142857142858,768,283,8.0,13.76,28.96,51.81313696612666,55.0,2020-fixed,10,5.5
39040,3295.0,Yazoo,Mississippi,8.363636363636363,0.8181818181818182,373.22727272727275,116,51,92.0,39.95,71.65,22.334527972027974,80.0,2020-fixed,3,26.666666666666668
27939,2361.0,Currituck,North Carolina,83.7433628318584,13.47787610619469,50.557522123893804,832,238,253.0,52.98,138.45,76.5699703927246,69.99,2020-fixed,10,6.999
44481,10408.0,Trumbull,Ohio,94.16011235955057,12.018258426966293,28.31320224719101,5540,1435,698.0,55.52,112.07,89.83648324333284,40.0,2020-fixed,10,4.0
15639,2301.0,Westmoreland,Pennsylvania,119.21153846153847,15.557692307692308,26.98076923076923,414,174,0.0,0.0,0.0,119.21153846153845,49.95,2020-fixed,10,4.995
62260,7290.0,St. Clair,Illinois,58.416666666666664,5.633333333333334,81.39722222222223,4858,732,1547.0,59.3,195.5,58.630018214936236,52.95,2020-fixed,10,5.295
62243,5910.0,St. Clair,Illinois,94.44405594405595,12.143356643356643,87.84265734265735,2204,596,828.0,25.8,63.47,75.69825174825175,35.0,2020-fixed,10,3.5
47111,14533.0,Clark,Indiana,154.3848797250859,30.8573883161512,52.08419243986254,5992,1818,9802.0,70.98,191.36,102.6225249659817,35.0,2020-fixed,10,3.5
45122,11054.0,Clermont,Ohio,166.3001949317739,52.35282651072125,19.348927875243664,2553,848,751.0,70.84,202.64,144.60206950993302,39.99,2020-fixed,10,3.999
79357,2303.0,Crosby,Texas,23.482758620689655,7.293103448275862,58.6551724137931,243,107,258.0,28.87,21.17,26.257026636382406,"",2020-fixed,10,""
78384,6640.0,Duval,Texas,87.06521739130434,10.666666666666666,105.34057971014492,1270,304,14.0,141.48,236.24,87.65852498984152,34.99,2020-fixed,10,3.499
19975,8253.0,Sussex,Delaware,134.04089979550102,15.157464212678937,36.06748466257669,5145,1563,6062.0,93.94,263.32,112.34984469062664,69.99,2020-fixed,10,6.999
70043,16760.0,St. Bernard,Louisiana,112.97309417040358,17.717488789237667,17.672645739910315,5139,1223,13061.0,190.99,461.71,168.96094071108266,35.0,2020-fixed,10,3.5
24941,1059.0,Monroe,West Virginia,15.325,4.575,97.775,113,45,"","","","","",2020-fixed,10,""
16823,26617.0,Centre,Pennsylvania,119.0286944045911,10.513629842180775,37.34146341463415,6399,1787,15130.0,27.17,82.43,54.472883807653794,76.95,2020-fixed,10,7.695
38301,36613.0,Madison,Tennessee,90.92439024390244,60.65121951219512,32.40609756097561,5938,1940,8200.0,93.33,247.96,92.31963709635681,35.0,2020-fixed,10,3.5
21061,53684.0,Anne Arundel,Maryland,167.61120840630474,94.83187390542908,15.306479859894921,9727,2791,77500.0,104.16,301.41,111.23567501081232,39.99,2020-fixed,10,3.999
54630,3770.0,Trempealeau,Wisconsin,15.88679245283019,1.4528301886792452,111.55660377358491,498,128,723.0,24.99,52.63,21.277143850540078,49.95,2020-fixed,7,7.135714285714286
41214,750.0,Martin,Kentucky,153.68421052631578,24.842105263157894,26.263157894736842,433,124,"","","","",40.0,2020-fixed,10,4.0
19041,6248.0,Delaware,Pennsylvania,145.14746543778801,61.654377880184335,13.778801843317972,4370,950,4368.0,274.79,513.88,209.95389608184183,39.99,2020-fixed,10,3.999
99574,2348.0,Valdez-Cordova,Alaska,21.904761904761905,4.561904761904762,43.542857142857144,593,209,4224.0,7.13,14.44,8.94885692537343,129.99,2020-fixed,10,12.999
14218,19039.0,Erie,New York,119.99646643109541,76.53710247349824,31.215547703180214,4862,1246,9342.0,82.88,229.64,95.58489015685623,39.99,2020-fixed,10,3.999
56444,3087.0,Crow Wing,Minnesota,96.21410579345088,20.0,83.05037783375315,1863,652,98.0,107.15,227.3,96.7606216691479,69.99,2020-fixed,10,6.999
15323,4542.0,Washington,Pennsylvania,44.205298013245034,4.410596026490066,354.4701986754967,954,186,408.0,4.2,5.18,32.22133208857252,77.95,2020-fixed,10,7.795
87537,2957.0,Rio Arriba,New Mexico,17.527397260273972,4.719178082191781,43.95890410958904,1984,231,"","","","",64.99,2020-fixed,10,6.499
19601,32998.0,Berks,Pennsylvania,146.10454545454544,13.472727272727273,16.604545454545455,4542,1491,32544.0,81.81,260.88,89.68428747922519,75.95,2020-fixed,10,7.595000000000001
13301,98.0,Oneida,New York,36.28,4.28,393.24,147,35,"","","","",74.99,2020-fixed,10,7.499
45363,1770.0,Shelby,Ohio,45.729166666666664,6.34375,52.947916666666664,517,155,786.0,10.54,21.2,24.502240342798668,69.99,2020-fixed,10,6.999
19526,11039.0,Berks,Pennsylvania,151.9558823529412,12.855882352941176,20.361764705882354,1977,602,5688.0,103.05,284.48,115.66408081040636,75.95,2020-fixed,10,7.595000000000001
95540,13657.0,Humboldt,California,129.9641791044776,19.182089552238807,23.149253731343283,4353,1161,1259.0,46.7,106.05,111.28463500388294,40.0,2020-fixed,10,4.0
66608,5991.0,Shawnee,Kansas,111.9622641509434,30.49056603773585,25.0,740,219,1004.0,42.68,135.41,72.07729098147828,35.0,2020-fixed,10,3.5
17935,1737.0,Schuylkill,Pennsylvania,71.3103448275862,14.862068965517242,26.310344827586206,94,51,2400.0,114.67,138.43,113.035754776982,75.95,2020-fixed,10,7.595000000000001
52755,1928.0,Johnson,Iowa,32.589285714285715,7.241071428571429,41.526785714285715,424,186,164.0,9.62,25.5,26.182886297376093,69.99,2020-fixed,10,6.999
55363,4496.0,Wright,Minnesota,67.6353591160221,8.215469613259668,43.51381215469613,1080,331,262.0,20.13,51.61,58.360840421239836,69.99,2020-fixed,10,6.999
17268,28285.0,Franklin,Pennsylvania,141.53856562922869,10.489851150202977,33.06089309878214,6636,1791,15540.0,81.93,233.75,99.76741168450405,65.0,2020-fixed,10,6.5
13322,1076.0,Oneida,New York,83.01190476190476,9.773809523809524,39.69047619047619,282,110,"","","","",74.99,2020-fixed,10,7.499
28469,5839.0,Brunswick,North Carolina,116.52157598499062,44.71857410881801,23.4390243902439,6811,2717,77723.0,27.84,71.61,34.98517488861015,66.95,2020-fixed,10,6.695
78584,18128.0,Starr,Texas,100.12544802867383,12.096774193548388,50.32616487455197,3989,1106,222.0,73.55,213.2,98.72441514756112,34.99,2020-fixed,10,3.499
14770,2963.0,Cattaraugus,New York,91.64197530864197,10.617283950617283,54.19753086419753,318,116,368.0,43.72,106.43,65.93455998272326,69.99,2020-fixed,10,6.999
49925,494.0,Ontonagon,Michigan,46.3235294117647,9.205882352941176,22.352941176470587,83,35,20.0,17.56,57.77,40.73837806967447,69.99,2020-fixed,10,6.999
24014,16570.0,Roanoke City,Virginia,109.12549800796813,9.9800796812749,22.5597609561753,5686,1639,10852.0,23.26,52.05,52.78178145321724,65.99,2020-fixed,10,6.598999999999999
66401,1721.0,Wabaunsee,Kansas,27.976744186046513,9.813953488372093,68.61627906976744,437,140,245.0,10.55,19.43,21.716403532701356,34.95,2020-fixed,10,3.495
17061,7157.0,Dauphin,Pennsylvania,132.03317535545023,11.364928909952607,38.649289099526065,1218,402,398.0,81.75,221.18,119.64907647459059,79.99,2020-fixed,10,7.999
72315,23966.0,Mississippi,Arkansas,55.15923566878981,9.140127388535031,45.86464968152866,3842,1371,11490.0,76.05,177.61,70.81504588047811,55.0,2020-fixed,10,5.5
55959,2321.0,Winona,Minnesota,77.74285714285715,16.007142857142856,20.214285714285715,725,241,"","","","",59.99,2020-fixed,10,5.9990000000000006
97487,8449.0,Lane,Oregon,88.0,10.256281407035177,83.69597989949749,3395,1012,2097.0,27.46,67.95,64.88412600145666,65.0,2020-fixed,10,6.5
72061,250.0,Faulkner,Arkansas,20.081632653061224,2.510204081632653,49.95918367346939,139,58,8.0,35.0,49.8,20.89351659030959,100.0,2020-fixed,8,12.5
50441,5776.0,Franklin,Iowa,53.682119205298015,11.410596026490067,64.01324503311258,1390,359,368.0,16.51,38.94,45.900924741390355,55.0,2020-fixed,10,5.5
22719,395.0,Madison,Virginia,14.44,4.12,601.84,52,27,170.0,7.8,27.31,9.355315315315316,159.99,2020-fixed,10,15.999
55970,1016.0,Mower,Minnesota,27.647058823529413,21.544117647058822,56.5735294117647,676,99,"","","","",69.95,2020-fixed,10,6.995
71405,5592.0,Rapides,Louisiana,163.76306620209058,27.365853658536587,19.721254355400696,2290,613,392.0,28.09,35.73,143.9331475029036,35.0,2020-fixed,10,3.5
29627,18367.0,Anderson,South Carolina,137.1416430594901,10.93484419263456,44.17847025495751,3141,1096,2014.0,77.84,244.09,113.97316408338668,55.0,2020-fixed,10,5.5
26342,509.0,Gilmer,West Virginia,14.068965517241379,1.7586206896551724,386.44827586206895,76,32,154.0,119.69,228.88,84.7891364317841,65.0,2020-fixed,8,8.125
85901,17207.0,Navajo,Arizona,76.81372549019608,12.01593137254902,60.96813725490196,6372,2167,24880.0,64.21,170.66,66.77978557607607,55.0,2020-fixed,10,5.5
27571,3893.0,Wake,North Carolina,131.55652173913043,18.656521739130437,23.743478260869566,5885,1456,504.0,49.11,147.29,125.05267967362381,65.0,2020-fixed,10,6.5
78412,36003.0,Nueces,Texas,154.18256130790192,52.00817438692098,31.82016348773842,12707,3585,7943.0,83.62,231.9,127.04074898496414,35.0,2020-fixed,10,3.5
34442,14568.0,Citrus,Florida,124.09433962264151,11.475471698113207,27.98238993710692,8930,2747,1473.0,63.62,144.97,115.53154982506861,55.0,2020-fixed,10,5.5
29203,39843.0,Richland,South Carolina,130.33682983682985,32.46037296037296,31.68997668997669,6786,2690,6646.0,72.33,187.78,101.63571376360389,35.0,2020-fixed,10,3.5
60172,24537.0,DuPage,Illinois,137.51927437641723,14.941043083900226,15.197278911564625,13629,3208,33680.0,95.15,233.76,107.3559405287829,29.0,2020-fixed,10,2.9
37329,5588.0,McMinn,Tennessee,77.32748538011695,10.654970760233919,50.05263157894737,632,237,119.0,41.4,121.51,71.63458157154982,35.0,2020-fixed,10,3.5
50310,30221.0,Polk,Iowa,96.05694760820046,43.46924829157175,24.774487471526196,11645,3127,32079.0,35.63,83.36,51.72349110093985,65.0,2020-fixed,10,6.5
66061,55805.0,Johnson,Kansas,146.79169869331284,101.32974634896233,25.737893927747887,21819,5763,23409.0,84.07,211.75,114.32835198968321,35.0,2020-fixed,10,3.5
95864,22447.0,Sacramento,California,133.9624060150376,39.89473684210526,14.573934837092732,12724,3591,25691.0,60.59,130.45,84.89275918613401,35.0,2020-fixed,10,3.5
45669,10399.0,Lawrence,Ohio,116.90645161290323,13.706451612903226,45.49354838709677,2839,837,12267.0,81.71,156.89,88.32477069568597,34.99,2020-fixed,10,3.499
90723,54099.0,Los Angeles,California,160.5625,27.952205882352942,21.220588235294116,25380,6519,78143.0,101.75,233.29,116.16864368304628,29.99,2020-fixed,10,2.9989999999999997
79201,7040.0,Childress,Texas,45.964285714285715,36.38775510204081,18.239795918367346,1376,495,2620.0,47.32,103.58,46.85316745316745,36.95,2020-fixed,10,3.6950000000000003
94560,42573.0,Alameda,California,154.88277511961724,40.696172248803826,16.77511961722488,30547,6936,58292.0,139.89,458.64,145.0452167581687,35.0,2020-fixed,10,3.5
77539,38806.0,Galveston,Texas,159.6636815920398,16.85373134328358,22.438805970149254,16120,4690,10901.0,219.0,633.31,183.6015523949403,29.95,2020-fixed,10,2.995
28138,10495.0,Rowan,North Carolina,108.73029772329247,10.880910683012258,34.36077057793345,3124,953,8257.0,90.65,284.61,95.6129074850686,69.99,2020-fixed,10,6.999
37919,28194.0,Knox,Tennessee,119.44963144963145,29.734643734643736,26.667076167076168,15883,4209,38731.0,105.41,254.57,109.49304585480823,35.0,2020-fixed,10,3.5
78017,4787.0,Frio,Texas,77.65727699530517,22.7981220657277,98.6150234741784,2131,433,4666.0,193.98,452.47,157.5104218444895,34.99,2020-fixed,10,3.499
77355,24010.0,Montgomery,Texas,142.7927927927928,85.96049896049897,28.987525987525988,16569,4456,19317.0,94.06,263.88,116.56051952805505,29.95,2020-fixed,10,2.995
46845,22117.0,Allen,Indiana,109.64823529411764,62.79176470588235,26.04235294117647,15748,4361,15427.0,57.16,182.57,83.67434577102694,29.99,2020-fixed,10,2.9989999999999997
95652,739.0,Sacramento,California,89.3157894736842,26.821052631578947,14.51578947368421,571,211,14.0,57.0,94.08,88.54242015294646,35.0,2020-fixed,10,3.5
30028,22182.0,Forsyth,Georgia,162.90929535232385,66.70614692653673,20.843328335832084,20341,5275,7891.0,123.41,334.34,151.86902404227894,35.0,2020-fixed,10,3.5
60194,19777.0,Cook,Illinois,131.583850931677,13.313664596273291,15.767080745341614,18540,4623,14606.0,98.77,238.1,117.12421457410522,29.0,2020-fixed,10,2.9
58701,28368.0,Ward,North Dakota,84.57486338797814,21.895081967213116,9.549726775956284,7203,2613,13379.0,93.06,304.74,90.09049076783629,45.95,2020-fixed,10,4.595000000000001
48313,33952.0,Macomb,Michigan,128.9562624254473,18.765407554671967,19.87872763419483,15935,4375,13090.0,69.4,183.99,102.0969523427908,35.0,2020-fixed,10,3.5
77517,5315.0,Galveston,Texas,139.92996108949416,11.587548638132295,49.8988326848249,1279,429,50.0,60.41,220.96,136.93823945332056,79.99,2020-fixed,10,7.999
23093,12694.0,Louisa,Virginia,106.16094420600858,10.92489270386266,209.6952789699571,3865,872,5198.0,49.53,133.37,73.68078885095699,79.99,2020-fixed,10,7.999
45324,40529.0,Greene,Ohio,116.63741935483871,16.246451612903225,34.35354838709677,14967,4409,31571.0,71.08,114.48,85.73163727456854,35.0,2020-fixed,10,3.5
98110,23025.0,Kitsap,Washington,127.4181946403385,16.454866008462623,20.167136812411847,17147,4282,24801.0,111.42,351.03,117.95955000233349,65.0,2020-fixed,10,6.5
11030,17962.0,Nassau,New York,141.4863387978142,86.5464480874317,9.068306010928962,14742,3258,77312.0,151.91,398.12,150.24070139871571,39.99,2020-fixed,10,3.999
79106,27967.0,Potter,Texas,162.02232142857142,67.07589285714286,16.84375,12992,3779,8163.0,66.81,204.26,125.28310233987239,35.0,2020-fixed,10,3.5
95401,36981.0,Sonoma,California,137.9657422512235,18.73898858075041,24.619902120717782,12721,3749,59448.0,148.74,420.05,146.84085586855596,35.0,2020-fixed,10,3.5
33463,53766.0,Palm Beach,Florida,146.31302521008402,34.38655462184874,14.789915966386555,24638,6408,53856.0,119.22,235.61,127.72406343320573,35.0,2020-fixed,10,3.5
20851,14191.0,Montgomery,Maryland,143.52317880794703,88.0794701986755,10.66225165562914,4087,1123,4074.0,64.88,174.88,104.26422641687041,39.99,2020-fixed,10,3.999
77033,27965.0,Harris,Texas,174.9625,99.35833333333333,19.141666666666666,3197,1003,2827.0,102.7,301.37,141.05046688247012,29.95,2020-fixed,10,2.995
50225,2940.0,Marion,Iowa,45.03496503496503,11.615384615384615,63.04895104895105,707,236,463.0,17.37,48.15,34.08720536728229,69.99,2020-fixed,10,6.999
37129,49103.0,Rutherford,Tennessee,175.48817080207732,85.68147720715523,15.369878822850549,27664,7925,25999.0,118.96,314.85,148.10103417752765,35.0,2020-fixed,10,3.5
50273,8251.0,Madison,Iowa,42.21262458471761,9.747508305647841,55.27574750830565,2358,645,411.0,31.82,78.65,40.670057338665266,55.0,2020-fixed,10,5.5
33062,23948.0,Broward,Florida,132.95180722891567,33.24899598393574,14.791164658634537,19858,5827,17472.0,110.76,235.84,122.5651140624647,35.0,2020-fixed,10,3.5
45696,1438.0,Lawrence,Ohio,51.01538461538462,5.015384615384615,208.93846153846152,187,76,55.0,16.09,40.45,43.07779720279721,76.95,2020-fixed,10,7.695
39367,15096.0,Wayne,Mississippi,41.94794520547945,9.728767123287671,216.26301369863015,1897,524,1325.0,41.77,104.0,41.87476786306472,35.0,2020-fixed,10,3.5
75424,3297.0,Collin,Texas,13.808510638297872,3.7825059101654848,95.91016548463357,3725,680,888.0,9.18,21.65,12.917524848831471,70.0,2020-fixed,9,7.777777777777778
98383,19727.0,Kitsap,Washington,124.12813370473538,11.383008356545961,17.697771587743734,6165,2214,12597.0,142.67,473.98,136.57733366856908,65.0,2020-fixed,10,6.5
20198,2492.0,Fauquier,Virginia,66.3135593220339,37.47175141242938,66.97175141242938,1505,480,1840.0,10.19,21.07,35.44140710901675,39.99,2020-fixed,10,3.999
78140,3380.0,Gonzales,Texas,18.835051546391753,8.958762886597938,102.3917525773196,391,127,1815.0,28.26,56.3,26.589485564206335,119.95,2020-fixed,10,11.995000000000001
10504,7987.0,Westchester,New York,139.5358306188925,89.6042345276873,9.72801302931596,7815,1913,18298.0,122.51,287.16,127.60542627375807,39.99,2020-fixed,10,3.999
40223,22011.0,Jefferson,Kentucky,143.9175738724728,29.779160186625194,36.3701399688958,15205,4357,9102.0,59.27,188.59,112.22044064388648,35.0,2020-fixed,10,3.5
74070,13928.0,Osage,Oklahoma,38.89139633286319,23.047954866008464,142.16220028208744,5378,1353,9723.0,22.08,51.12,28.067132605664405,35.0,2020-fixed,10,3.5
57770,5271.0,Shannon,South Dakota,38.333333333333336,43.01587301587302,8.571428571428571,246,91,379.0,13.86,35.88,23.492703999999996,"",2020-fixed,10,""
38233,2852.0,Gibson,Tennessee,59.88461538461539,28.173076923076923,83.5673076923077,872,148,159.0,35.84,91.18,56.17647392374841,69.99,2020-fixed,10,6.999
61264,10548.0,Rock Island,Illinois,89.12248322147651,17.063758389261746,82.66275167785236,5629,1267,354.0,56.72,127.01,87.20530470561447,29.0,2020-fixed,10,2.9
70125,14479.0,Orleans,Louisiana,130.3030303030303,38.21212121212121,16.265151515151516,8144,1905,7276.0,92.67,259.52,112.54570679558229,35.0,2020-fixed,10,3.5
14086,31847.0,Erie,New York,105.09476031215162,14.692307692307692,35.885172798216274,13420,3668,69068.0,52.62,112.45,61.15713610936226,39.99,2020-fixed,10,3.999
85614,21895.0,Pima,Arizona,99.15470494417863,17.094098883572567,28.059011164274324,10107,2862,43378.0,62.97,188.98,69.8077827965002,65.0,2020-fixed,10,6.5
78070,14618.0,Comal,Texas,127.54301833568407,98.16149506346967,22.119887165021158,10308,2983,4085.0,83.84,178.26,115.13929222568134,59.95,2020-fixed,10,5.995
38127,45248.0,Shelby,Tennessee,85.94782608695652,13.48913043478261,46.041304347826085,3443,913,2130.0,53.86,185.3,73.6838624111594,35.0,2020-fixed,10,3.5
55992,4693.0,Goodhue,Minnesota,47.411764705882355,7.198529411764706,37.3014705882353,1679,554,1092.0,13.49,32.84,34.0438227864224,59.99,2020-fixed,10,5.9990000000000006
80301,22555.0,Boulder,Colorado,133.2336956521739,23.366847826086957,28.596467391304348,14783,4310,40638.0,131.71,269.12,132.11643064589393,64.95,2020-fixed,10,6.495
24522,9213.0,Appomattox,Virginia,111.43985637342908,83.6624775583483,32.55116696588869,2559,900,1460.0,8.41,22.43,74.01174233879199,65.0,2020-fixed,10,6.5
83246,1069.0,Bannock,Idaho,20.265822784810126,6.9113924050632916,64.35443037974683,404,160,18.0,11.99,25.07,19.912825604415385,"",2020-fixed,10,""
95634,3232.0,El Dorado,California,40.903225806451616,3.913978494623656,285.7741935483871,339,130,1611.0,67.8,247.51,63.12409925558312,79.99,2020-fixed,10,7.999
67204,21194.0,Sedgwick,Kansas,120.85748218527316,36.026128266033254,14.304038004750593,4491,1407,8092.0,131.45,320.7,127.6694232292825,35.0,2020-fixed,10,3.5
49008,16186.0,Kalamazoo,Michigan,98.94117647058823,15.505882352941176,19.94705882352941,5324,1711,10764.0,68.34,112.74,78.46684382952584,35.0,2020-fixed,10,3.5
13420,1266.0,Herkimer,New York,50.68730650154799,7.352941176470588,52.690402476780186,1674,689,48.0,12.28,23.15,49.61671956073829,69.99,2020-fixed,10,6.999
44004,33421.0,Ashtabula,Ohio,98.26659751037344,18.15871369294606,48.12033195020747,7370,2505,9322.0,49.27,112.98,70.90341263188667,69.99,2020-fixed,10,6.999
75496,3351.0,Hunt,Texas,12.662222222222223,3.3644444444444446,87.05333333333333,1010,323,282.0,7.05,11.02,11.437263501891985,40.0,2020-fixed,9,4.444444444444445
24211,9922.0,Washington,Virginia,100.14424951267057,18.94736842105263,44.65107212475633,3735,950,3310.0,70.22,211.99,86.08473696661811,45.95,2020-fixed,10,4.595000000000001
61443,14214.0,Henry,Illinois,107.92673992673993,10.395604395604396,30.278388278388277,2863,725,952.0,52.25,91.95,94.03309473401217,55.0,2020-fixed,10,5.5
15714,5323.0,Cambria,Pennsylvania,193.7826086956522,13.617391304347827,48.095652173913045,520,182,592.0,25.35,77.14,104.11345010947764,79.99,2020-fixed,10,7.999
81637,7721.0,Eagle,Colorado,33.840531561461795,15.724252491694353,105.91362126245848,4839,979,3247.0,35.85,41.93,34.647450188710565,59.95,2020-fixed,10,5.995
85925,4893.0,Apache,Arizona,6.223404255319149,2.3617021276595747,99.17021276595744,450,158,572.0,5.44,11.52,5.7849431652579435,"",2020-fixed,8,""
24016,9047.0,Roanoke City,Virginia,108.4235294117647,12.464705882352941,17.394117647058824,2360,762,22874.0,51.95,136.65,57.23166479399875,65.99,2020-fixed,10,6.598999999999999
34607,8133.0,Hernando,Florida,122.07602339181287,16.023391812865498,24.301169590643276,4543,1417,523.0,50.58,128.06,114.69496925957478,69.99,2020-fixed,10,6.999
92316,30830.0,San Bernardino,California,147.46361185983827,13.911051212938006,21.037735849056602,10596,2879,1451.0,99.54,241.52,141.6914560692991,35.0,2020-fixed,10,3.5
31537,10097.0,Charlton,Georgia,25.390243902439025,9.358536585365854,48.17560975609756,1625,642,470.0,18.33,52.78,23.806322836020723,50.0,2020-fixed,10,5.0
74128,12676.0,Tulsa,Oklahoma,122.36979166666667,35.666666666666664,22.552083333333332,2685,780,2677.0,67.71,172.32,95.08067150783289,35.0,2020-fixed,10,3.5
83832,1524.0,Latah,Idaho,8.963855421686747,1.6626506024096386,100.8433734939759,379,124,230.0,11.46,17.11,9.906570122855955,"",2020-fixed,8,""
48427,2879.0,Sanilac,Michigan,12.535087719298245,5.162280701754386,86.97368421052632,1937,397,352.0,13.96,34.26,12.75420922336422,55.0,2020-fixed,10,5.5
37771,15380.0,Loudon,Tennessee,118.88172043010752,32.051971326164875,55.68279569892473,4736,1448,4070.0,46.58,153.14,85.46495888678051,35.0,2020-fixed,10,3.5
32141,17603.0,Volusia,Florida,121.7724358974359,17.477564102564102,37.53525641025641,4902,1700,7894.0,62.77,114.43,85.3731526077861,35.0,2020-fixed,10,3.5
27886,21591.0,Edgecombe,North Carolina,108.78368794326241,17.0,51.62765957446808,5541,1396,2548.0,101.07,288.56,106.35390961721066,40.0,2020-fixed,10,4.0
93604,674.0,Madera,California,30.97087378640777,5.689320388349515,68.96116504854369,1196,513,35.0,6.15,18.25,30.26516250897132,87.95,2020-fixed,10,8.795
98443,5371.0,Pierce,Washington,150.3490566037736,14.297169811320755,15.245283018867925,1389,447,1683.0,91.14,224.78,117.91128242924528,34.95,2020-fixed,10,3.495
33602,11515.0,Hillsborough,Florida,150.0744680851064,53.51063829787234,11.085106382978724,13113,4128,18648.0,104.0,299.13,123.02252762822329,29.99,2020-fixed,10,2.9989999999999997
49057,6795.0,Van Buren,Michigan,71.39910313901345,34.600896860986545,35.34080717488789,892,344,339.0,38.39,152.16,62.30886271324126,49.95,2020-fixed,10,4.995
59501,12638.0,Hill,Montana,96.1547619047619,14.408730158730158,35.638888888888886,1364,531,3699.0,49.23,109.9,61.87178851236327,69.99,2020-fixed,10,6.999
81133,840.0,Costilla,Colorado,42.1588785046729,43.308411214953274,55.03738317757009,363,144,123.0,3.09,9.68,32.27107592015692,"",2020-fixed,10,""
97841,476.0,Union,Oregon,15.31578947368421,2.1052631578947367,23.05263157894737,138,28,16.0,56.13,143.74,19.556226930963774,49.95,2020-fixed,8,6.24375
